mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
trail,10,0.8,,0.03,1559,15.90695359441673,0.01020330570520637,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7994,-0.030600000000000138
trail,15,0.8,,0.03,1559,15.90695359441673,0.01020330570520637,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7994,-0.030600000000000138
trail,20,0.8,,0.03,1559,15.90695359441673,0.01020330570520637,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7994,-0.030600000000000138
trail,25,0.8,,0.03,1559,15.90695359441673,0.01020330570520637,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7994,-0.030600000000000138
trail,30,0.8,,0.03,1559,15.90695359441673,0.01020330570520637,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7994,-0.030600000000000138
trail,8,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,10,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,15,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,20,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,25,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,30,0.75,,0.03,1559,15.85695359441673,0.010171233864282701,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.7494,-0.030600000000000138
trail,8,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,10,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,15,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,20,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,25,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,30,0.7,,0.03,1559,15.80695359441673,0.01013916202335903,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6993999999999999,-0.030600000000000138
trail,8,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,8,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,10,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,10,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,15,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,15,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,20,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
