x_date,raw_sample_size,effective_sample_size,hit_count,prob
2025-04-09,170,170,169,0.9941176470588236
2025-04-10,186,186,180,0.967741935483871
2025-04-11,117,117,110,0.9401709401709402
2025-04-14,124,124,118,0.9516129032258065
2025-04-15,75,75,66,0.88
2025-04-16,50,50,45,0.9
2025-04-17,97,97,83,0.8556701030927835
2025-04-18,68,68,65,0.9558823529411765
2025-04-21,129,129,126,0.9767441860465116
2025-04-22,90,90,84,0.9333333333333333
2025-04-23,89,89,86,0.9662921348314607
2025-04-24,66,66,63,0.9545454545454546
2025-04-25,75,75,67,0.8933333333333333
2025-04-28,52,52,49,0.9423076923076923
2025-04-29,81,81,81,1.0
2025-04-30,89,89,89,1.0
2025-05-06,138,138,138,1.0
2025-05-07,81,81,74,0.9135802469135802
2025-05-08,90,89,79,0.8876404494382022
2025-05-09,40,40,34,0.85
2025-05-12,85,85,75,0.8823529411764706
2025-05-13,62,61,57,0.9344262295081968
2025-05-14,73,73,67,0.9178082191780822
2025-05-15,55,55,49,0.8909090909090909
2025-05-16,74,74,69,0.9324324324324325
2025-05-19,100,100,99,0.99
2025-05-20,90,90,82,0.9111111111111111
2025-05-21,64,64,63,0.984375
2025-05-22,47,47,42,0.8936170212765957
2025-05-23,52,52,50,0.9615384615384616
2025-05-26,71,71,71,1.0
2025-05-27,77,77,74,0.961038961038961
2025-05-28,65,65,61,0.9384615384615385
2025-05-29,142,142,118,0.8309859154929577
2025-05-30,49,49,45,0.9183673469387755
2025-06-03,95,95,85,0.8947368421052632
2025-06-04,88,88,80,0.9090909090909091
2025-06-05,85,85,77,0.9058823529411765
2025-06-06,59,59,56,0.9491525423728814
2025-06-09,99,99,94,0.9494949494949495
2025-06-10,63,63,59,0.9365079365079365
2025-06-11,68,68,64,0.9411764705882353
2025-06-12,80,80,65,0.8125
2025-06-13,69,69,62,0.8985507246376812
2025-06-16,80,80,74,0.925
2025-06-17,56,56,50,0.8928571428571429
2025-06-18,57,57,54,0.9473684210526315
2025-06-19,42,42,37,0.8809523809523809
2025-06-20,55,55,54,0.9818181818181818
2025-06-23,93,93,85,0.9139784946236559
2025-06-24,94,94,90,0.9574468085106383
2025-06-25,84,84,75,0.8928571428571429
2025-06-26,74,74,66,0.8918918918918919
2025-06-27,69,69,65,0.9420289855072463
2025-06-30,105,105,101,0.9619047619047619
2025-07-01,80,80,69,0.8625
2025-07-02,72,72,65,0.9027777777777778
2025-07-03,79,79,69,0.8734177215189873
2025-07-04,48,48,48,1.0
2025-07-07,85,84,81,0.9642857142857143
2025-07-08,82,82,78,0.9512195121951219
2025-07-09,66,66,63,0.9545454545454546
2025-07-10,74,73,65,0.8904109589041096
2025-07-11,77,75,69,0.92
2025-07-14,84,83,79,0.9518072289156626
2025-07-15,61,60,57,0.95
2025-07-16,72,71,68,0.9577464788732394
2025-07-17,88,88,83,0.9431818181818182
2025-07-18,61,61,57,0.9344262295081968
2025-07-21,145,145,142,0.9793103448275862
2025-07-22,115,115,110,0.9565217391304348
2025-07-23,63,63,52,0.8253968253968254
2025-07-24,87,87,76,0.8735632183908046
2025-07-25,64,64,61,0.953125
2025-07-28,80,80,77,0.9625
2025-07-29,73,73,68,0.9315068493150684
2025-07-30,61,61,55,0.9016393442622951
2025-07-31,61,61,58,0.9508196721311475
2025-08-01,55,55,53,0.9636363636363636
2025-08-04,93,93,91,0.978494623655914
2025-08-05,71,71,69,0.971830985915493
2025-08-06,92,92,88,0.9565217391304348
2025-08-07,72,72,69,0.9583333333333334
2025-08-08,78,78,74,0.9487179487179487
2025-08-11,119,119,115,0.9663865546218487
2025-08-12,68,68,67,0.9852941176470589
2025-08-13,131,131,124,0.9465648854961832
2025-08-14,57,57,56,0.9824561403508771
2025-08-15,141,141,138,0.9787234042553191
2025-08-18,185,185,173,0.9351351351351351
2025-08-19,111,111,97,0.8738738738738738
2025-08-20,109,109,100,0.9174311926605505
2025-08-21,62,62,57,0.9193548387096774
2025-08-22,105,105,104,0.9904761904761905
2025-08-25,125,125,120,0.96
2025-08-26,94,94,87,0.925531914893617
2025-08-27,64,64,58,0.90625
2025-08-28,115,115,100,0.8695652173913043
2025-08-29,93,93,92,0.989247311827957
2025-09-01,140,140,132,0.9428571428571428
2025-09-02,55,55,54,0.9818181818181818
2025-09-03,51,51,47,0.9215686274509803
2025-09-04,45,45,41,0.9111111111111111
2025-09-05,162,162,157,0.9691358024691358
2025-09-08,101,101,96,0.9504950495049505
2025-09-09,59,59,54,0.9152542372881356
2025-09-10,65,65,64,0.9846153846153847
2025-09-11,136,136,130,0.9558823529411765
2025-09-12,89,89,84,0.9438202247191011
2025-09-15,90,90,87,0.9666666666666667
2025-09-16,100,100,94,0.94
2025-09-17,99,99,97,0.9797979797979798
2025-09-18,72,72,65,0.9027777777777778
2025-09-19,65,65,56,0.8615384615384616
2025-09-22,107,107,99,0.9252336448598131
2025-09-23,66,66,62,0.9393939393939394
2025-09-24,109,109,105,0.963302752293578
2025-09-25,59,59,51,0.864406779661017
2025-09-26,58,58,52,0.896551724137931
2025-09-29,84,84,82,0.9761904761904762
2025-09-30,74,74,68,0.918918918918919
2025-10-09,128,128,120,0.9375
2025-10-10,68,68,64,0.9411764705882353
2025-10-13,91,91,83,0.9120879120879121
2025-10-14,44,44,40,0.9090909090909091
2025-10-15,95,95,91,0.9578947368421052
2025-10-16,51,51,45,0.8823529411764706
2025-10-17,42,42,40,0.9523809523809523
2025-10-20,92,92,83,0.9021739130434783
2025-10-21,97,97,88,0.9072164948453608
2025-10-22,67,67,56,0.835820895522388
2025-10-23,68,68,56,0.8235294117647058
2025-10-24,91,91,87,0.9560439560439561
2025-10-27,85,85,81,0.9529411764705882
2025-10-28,70,70,68,0.9714285714285714
2025-10-29,82,82,79,0.9634146341463414
2025-10-30,65,65,62,0.9538461538461539
2025-10-31,81,81,79,0.9753086419753086
2025-11-03,86,86,86,1.0
2025-11-04,58,58,57,0.9827586206896551
2025-11-05,88,88,79,0.8977272727272727
2025-11-06,84,84,78,0.9285714285714286
2025-11-07,72,72,70,0.9722222222222222
2025-11-10,89,89,87,0.9775280898876404
2025-11-11,89,89,79,0.8876404494382022
2025-11-12,74,74,71,0.9594594594594594
2025-11-13,117,117,106,0.905982905982906
2025-11-14,86,86,80,0.9302325581395349
2025-11-17,110,110,99,0.9
2025-11-18,55,55,51,0.9272727272727272
2025-11-19,65,65,57,0.8769230769230769
2025-11-20,50,50,42,0.84
2025-11-21,33,33,31,0.9393939393939394
2025-11-24,96,96,87,0.90625
2025-11-25,102,102,99,0.9705882352941176
2025-11-26,83,83,78,0.9397590361445783
2025-11-27,68,68,62,0.9117647058823529
2025-11-28,92,92,85,0.9239130434782609
2025-12-01,78,78,66,0.8461538461538461
2025-12-02,55,55,54,0.9818181818181818
2025-12-03,59,59,50,0.847457627118644
2025-12-04,47,47,43,0.9148936170212766
2025-12-05,98,98,95,0.9693877551020408
2025-12-08,105,105,100,0.9523809523809523
2025-12-09,65,65,60,0.9230769230769231
2025-12-10,68,68,65,0.9558823529411765
2025-12-11,43,43,39,0.9069767441860465
2025-12-12,102,102,95,0.9313725490196079
2025-12-15,70,70,63,0.9
2025-12-16,46,46,42,0.9130434782608695
2025-12-17,71,71,70,0.9859154929577465
2025-12-18,70,70,68,0.9714285714285714
2025-12-19,91,91,87,0.9560439560439561
