mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
fixed,30,0.35,0.25,,101,0.20730098508875333,0.002052485000878746,-0.027546107784431072,0.38613861386138615,0.3494000000000001,-0.16673418530351442,0.3494000000000003,-0.2506
fixed,30,0.12,0.25,,101,0.2060772901911031,0.002040369209812902,-0.004533136676499416,0.48514851485148514,0.1194000000000001,-0.16673418530351442,0.1194000000000001,-0.2506
trail,30,0.12,,0.25,101,0.2060772901911031,0.002040369209812902,-0.004533136676499416,0.48514851485148514,0.1194000000000001,-0.16673418530351442,0.1194000000000001,-0.2506
fixed,30,0.4,0.25,,101,0.20568808186294513,0.0020365156620093575,-0.03131017274472177,0.37623762376237624,0.3993999999999999,-0.16673418530351442,0.3993999999999999,-0.2506
fixed,25,0.85,0.15,,101,0.20379719980953453,0.002017794057520144,-0.04629371365272779,0.3465346534653465,0.22000252672497583,-0.1506,0.8494,-0.15060000000000012
fixed,15,0.6,0.2,,101,0.20373499616405938,0.002017178179842172,-0.036571223021582625,0.36633663366336633,0.30089253731343296,-0.15224220824598184,0.5994000000000003,-0.20059999999999995
fixed,20,3.0,0.15,,101,0.20068879850873828,0.0019870178070172106,-0.04994415990006247,0.32673267326732675,0.27442429543245866,-0.1506,1.1496145922746779,-0.15060000000000012
trail,20,0.9,,0.2,101,0.19915269767610022,0.0019718088878821803,-0.04078637157833438,0.36633663366336633,0.27442429543245866,-0.14747500000000008,0.8993999999999999,-0.20059999999999995
trail,30,0.6,,0.2,101,0.19751073545059455,0.0019555518361445007,-0.032131531531531324,0.38613861386138615,0.2862719611021071,-0.16673418530351442,0.5994000000000003,-0.20059999999999995
trail,20,0.55,,0.15,101,0.19587760170464935,0.0019393821950955382,-0.04414354354354351,0.3564356435643564,0.27313134328358196,-0.14287812718378762,0.5494000000000002,-0.1506
fixed,3,0.2,0.05,,101,0.1913424458302237,0.001894479661685383,-0.043335042735042587,0.27722772277227725,0.19939999999999997,-0.05060000000000005,0.19939999999999997,-0.05060000000000016
fixed,30,0.85,0.05,,101,0.1861442205146051,0.001843012084303021,-0.05060000000000005,0.1485148514851485,0.2660200139958015,-0.05060000000000005,0.8494,-0.05060000000000016
fixed,15,0.55,0.25,,101,0.17898890198000222,0.0017721673463366556,-0.036571223021582625,0.36633663366336633,0.30089253731343296,-0.15164166666666662,0.5494,-0.1942936936936937
fixed,30,0.3,0.03,,101,0.16972275410176318,0.0016804233079382495,-0.030600000000000026,0.13861386138613863,0.29940000000000005,-0.030600000000000138,0.29940000000000005,-0.030600000000000138
trail,20,0.75,,0.2,101,0.169324371495843,0.0016764789257014158,-0.04078637157833438,0.36633663366336633,0.27442429543245866,-0.14747500000000008,0.7494000000000002,-0.20059999999999995
fixed,30,0.55,0.15,,101,0.16899047537158357,0.0016731730234810255,-0.03945480572597122,0.36633663366336633,0.5494,-0.1506,0.5494000000000002,-0.15060000000000012
fixed,25,0.2,0.1,,101,0.16493371819645375,0.0016330071108559777,-0.06623926940639265,0.38613861386138615,0.19939999999999997,-0.10060000000000009,0.19939999999999997,-0.10060000000000009
fixed,3,0.1,0.1,,101,0.16446339927070708,0.001628350487828783,-0.015689163237311354,0.38613861386138615,0.09940000000000009,-0.10059999999999987,0.09940000000000009,-0.10060000000000009
fixed,30,0.7,0.1,,101,0.16180180724483711,0.0016019980915330408,-0.10059999999999987,0.32673267326732675,0.3134655105973027,-0.10060000000000009,0.6993999999999999,-0.10060000000000009
fixed,3,0.15,0.07,,101,0.15798091001711445,0.0015641674259120242,-0.024207176581680877,0.31683168316831684,0.14939999999999992,-0.07060000000000007,0.14939999999999992,-0.07060000000000018
fixed,15,0.2,0.25,,101,0.15006273667398748,0.00148576967003948,-0.025721555915721294,0.42574257425742573,0.19939999999999997,-0.15164166666666662,0.19939999999999997,-0.1942936936936937
fixed,25,0.35,0.2,,101,0.14905642073340286,0.001475806145875276,-0.02624102564102555,0.38613861386138615,0.3494000000000001,-0.14940952380952383,0.3494000000000003,-0.20059999999999995
fixed,15,0.9,0.25,,101,0.14588421898943751,0.001444398207816213,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15164166666666662,0.8993999999999999,-0.1942936936936937
trail,15,3.0,,0.2,101,0.14329536580575888,0.0014187659980768206,-0.030600000000000138,0.37623762376237624,0.2256357414448668,-0.15224220824598184,1.1812181818181817,-0.20059999999999995
fixed,20,0.65,0.25,,101,0.14005838899552858,0.0013867167227280058,-0.046551316443119675,0.33663366336633666,0.3395162790697674,-0.14747500000000008,0.6493999999999999,-0.2506
fixed,20,0.3,0.2,,101,0.13631300978520644,0.0013496337602495686,-0.041860234598101134,0.37623762376237624,0.29940000000000005,-0.14747500000000008,0.29940000000000005,-0.20059999999999995
trail,15,0.2,,0.25,101,0.1362310709882901,0.0013488224850325753,-0.025721555915721294,0.42574257425742573,0.19939999999999997,-0.15164166666666662,0.19939999999999997,-0.1942936936936937
fixed,15,0.7,0.25,,101,0.13515460525553216,0.0013381644084706154,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15164166666666662,0.6993999999999999,-0.1942936936936937
trail,15,0.8,,0.15,101,0.1335772756136664,0.0013225472833036276,-0.0370331959976455,0.36633663366336633,0.27313134328358196,-0.14081739130434773,0.7994,-0.1506
fixed,15,0.2,0.2,,101,0.1320415352605599,0.0013073419332728703,-0.025721555915721294,0.42574257425742573,0.19939999999999997,-0.15164166666666662,0.19939999999999997,-0.20059999999999995
fixed,25,0.3,0.03,,101,0.1190283226564665,0.0011784982441234307,-0.030600000000000026,0.13861386138613863,0.29940000000000005,-0.030600000000000138,0.29940000000000005,-0.030600000000000138
fixed,25,0.4,0.2,,101,0.11733599062587423,0.0011617424814442993,-0.027546107784431072,0.37623762376237624,0.3993999999999999,-0.14940952380952383,0.3993999999999999,-0.20059999999999995
fixed,20,0.85,0.25,,101,0.11707890192305671,0.0011591970487431359,-0.046551316443119675,0.33663366336633666,0.27442429543245866,-0.14747500000000008,0.8494,-0.2506
trail,25,0.15,,0.2,101,0.11613939712269485,0.0011498950210167807,-0.01448888888888895,0.45544554455445546,0.14939999999999992,-0.14940952380952383,0.14939999999999992,-0.20059999999999995
trail,5,0.3,,0.05,101,0.11508418339001095,0.001139447360297138,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,25,0.5,,0.15,101,0.11182346849263373,0.0011071630543825121,-0.029373978315262627,0.38613861386138615,0.27313134328358196,-0.14287812718378762,0.4994,-0.1506
fixed,15,0.75,0.2,,101,0.10990069943958924,0.0010881257370256362,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15224220824598184,0.7494000000000002,-0.20059999999999995
fixed,25,3.0,0.15,,101,0.10412982993068533,0.0010309884151553004,-0.04629371365272779,0.3465346534653465,0.22000252672497583,-0.1506,1.3470394849785405,-0.15060000000000012
trail,25,0.3,,0.2,101,0.10259052024953243,0.0010157477252428953,-0.023591409802930684,0.39603960396039606,0.29940000000000005,-0.14940952380952383,0.29940000000000005,-0.20059999999999995
trail,20,0.85,,0.2,101,0.0991526976761005,0.000981709877981193,-0.04078637157833438,0.36633663366336633,0.27442429543245866,-0.14747500000000008,0.8494,-0.20059999999999995
fixed,25,0.5,0.15,,101,0.09880835094330477,0.0009783005043891562,-0.04629371365272779,0.3564356435643564,0.4994,-0.1506,0.4994,-0.15060000000000012
fixed,15,0.85,0.25,,101,0.09588421898943755,0.0009493487028657184,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15164166666666662,0.8494,-0.1942936936936937
fixed,15,0.5,0.2,,101,0.09545951311419221,0.0009451436941999229,-0.036571223021582625,0.36633663366336633,0.4605913357400721,-0.15224220824598184,0.4994,-0.20059999999999995
trail,20,0.3,,0.25,101,0.09427346647209144,0.0009334006581395191,-0.041860234598101134,0.37623762376237624,0.29940000000000005,-0.14747500000000008,0.29940000000000005,-0.2506
fixed,20,0.65,0.2,,101,0.0927100973076148,0.0009179217555209386,-0.046551316443119675,0.33663366336633666,0.3395162790697674,-0.14756485623003196,0.6493999999999999,-0.20059999999999995
trail,15,0.65,,0.2,101,0.09214982119845622,0.0009123744673114477,-0.030600000000000138,0.37623762376237624,0.2256357414448668,-0.15224220824598184,0.6493999999999999,-0.20059999999999995
trail,8,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,10,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,15,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,20,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,25,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
trail,30,0.3,,0.05,101,0.0882877494272091,0.0008741361329426643,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.29940000000000005,-0.05060000000000016
fixed,30,0.8,0.05,,101,0.086144220514605,0.0008529130744020297,-0.05060000000000005,0.1485148514851485,0.2660200139958015,-0.05060000000000005,0.7994,-0.05060000000000016
fixed,20,0.3,0.25,,101,0.08586255933475555,0.0008501243498490648,-0.041860234598101134,0.37623762376237624,0.29940000000000005,-0.14747500000000008,0.29940000000000005,-0.2506
trail,15,0.8,,0.2,101,0.0816488578073194,0.0008084045327457366,-0.030600000000000138,0.37623762376237624,0.2256357414448668,-0.15224220824598184,0.7994,-0.20059999999999995
fixed,3,0.12,0.07,,101,0.08159459385567354,0.0008078672658977578,-0.020934059549745764,0.33663366336633666,0.1194000000000001,-0.07060000000000007,0.1194000000000001,-0.07060000000000018
trail,15,0.45,,0.25,101,0.08130768746871753,0.0008050266086011636,-0.030600000000000138,0.37623762376237624,0.44939999999999974,-0.15164166666666662,0.44939999999999997,-0.1942936936936937
trail,20,0.2,,0.2,101,0.08041949600145547,0.0007962326336777769,-0.04078637157833438,0.40594059405940597,0.19939999999999997,-0.14747500000000008,0.19939999999999997,-0.20059999999999995
trail,3,0.25,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.3,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.35,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.4,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.45,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.5,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.55,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.6,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.65,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.7,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.75,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.8,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.85,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,0.9,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,3,3.0,,0.05,101,0.0764052528645632,0.0007564876521243881,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.21009182389937092,-0.05060000000000016
trail,20,0.6,,0.2,101,0.07621522658373124,0.0007546062037993192,-0.04078637157833438,0.36633663366336633,0.27442429543245866,-0.14747500000000008,0.5994000000000003,-0.20059999999999995
fixed,20,0.85,0.2,,101,0.06973061023514292,0.0006904020815360685,-0.046551316443119675,0.33663366336633666,0.27442429543245866,-0.14756485623003196,0.8494,-0.20059999999999995
trail,3,0.2,,0.05,101,0.06440423100425287,0.0006376656535074541,-0.017381521184277892,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.19939999999999997,-0.05060000000000016
trail,15,0.65,,0.15,101,0.06035954921674913,0.000597619299175734,-0.0370331959976455,0.36633663366336633,0.27313134328358196,-0.14081739130434773,0.6493999999999999,-0.1506
fixed,20,0.3,0.03,,101,0.05531321327748949,0.0005476555770048464,-0.030600000000000026,0.13861386138613863,0.29940000000000005,-0.030600000000000138,0.29940000000000005,-0.030600000000000138
fixed,30,0.3,0.1,,101,0.05468267117147617,0.0005414125858561997,-0.10059999999999987,0.3564356435643564,0.29940000000000005,-0.10060000000000009,0.29940000000000005,-0.10060000000000009
fixed,25,0.8,0.15,,101,0.053797199809534346,0.0005326455426686569,-0.04629371365272779,0.3465346534653465,0.22000252672497583,-0.1506,0.7994,-0.15060000000000012
fixed,15,0.55,0.2,,101,0.05373499616405898,0.000532029664990683,-0.036571223021582625,0.36633663366336633,0.30089253731343296,-0.15224220824598184,0.5494,-0.20059999999999995
fixed,20,3.0,0.1,,101,0.05118427389301372,0.0005067749890397398,-0.06506540880503149,0.297029702970297,0.18134640338504954,-0.10060000000000009,1.1496145922746779,-0.10060000000000009
fixed,30,0.2,0.05,,101,0.04955394653956277,0.0004906331340550769,-0.05060000000000005,0.21782178217821782,0.19939999999999997,-0.05060000000000005,0.19939999999999997,-0.05060000000000016
fixed,30,0.6,0.1,,101,0.04773629664753544,0.00047263660047064794,-0.10059999999999987,0.32673267326732675,0.46742325581395344,-0.10060000000000009,0.5994000000000003,-0.10060000000000009
fixed,30,0.35,0.2,,101,0.040346605236222924,0.0003994713389725042,-0.03131017274472177,0.38613861386138615,0.3494000000000001,-0.17872500000000008,0.3494000000000003,-0.20059999999999995
fixed,30,0.4,0.2,,101,0.03873370201041461,0.0003835020001031149,-0.033822591362126134,0.37623762376237624,0.3993999999999999,-0.17872500000000008,0.3993999999999999,-0.20059999999999995
trail,25,0.45,,0.15,101,0.03809212520905143,0.0003771497545450637,-0.029373978315262627,0.38613861386138615,0.44939999999999974,-0.14287812718378762,0.44939999999999997,-0.1506
fixed,30,0.65,0.05,,101,0.03742167020611073,0.0003705115861991161,-0.05060000000000005,0.1485148514851485,0.2660200139958015,-0.05060000000000005,0.6493999999999999,-0.05060000000000016
trail,15,0.75,,0.15,101,0.033577275613666524,0.00033244827340263885,-0.0370331959976455,0.36633663366336633,0.27313134328358196,-0.14081739130434773,0.7494000000000002,-0.1506
fixed,3,0.15,0.05,,101,0.03344111580864398,0.00033110015652122754,-0.043335042735042587,0.2871287128712871,0.14939999999999992,-0.05060000000000005,0.14939999999999992,-0.05060000000000016
trail,25,0.45,,0.2,101,0.03326295900039866,0.00032933622772671943,-0.023591409802930684,0.39603960396039606,0.44939999999999974,-0.14940952380952383,0.44939999999999997,-0.20059999999999995
trail,25,0.5,,0.2,101,0.03206892914965265,0.0003175141499965609,-0.023591409802930684,0.39603960396039606,0.22000252672497583,-0.14940952380952383,0.4994,-0.20059999999999995
trail,5,0.35,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.4,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.45,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.5,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.55,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.6,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.65,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.7,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.75,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.8,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.85,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.9,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,3.0,,0.05,101,0.026758711691897228,0.0002649377395237349,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,5,0.2,,0.05,101,0.024186530868260784,0.00023947060265604736,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.19939999999999997,-0.05060000000000016
fixed,15,0.9,0.2,,101,0.02063031317349452,0.00020426052647024278,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15224220824598184,0.8993999999999999,-0.20059999999999995
fixed,20,0.2,0.03,,101,0.020314233621763576,0.0002011310259580552,-0.030600000000000026,0.15841584158415842,0.19939999999999997,-0.030600000000000138,0.19939999999999997,-0.030600000000000138
trail,25,0.25,,0.2,101,0.019075289989075817,0.00018886425731758235,-0.023591409802930684,0.39603960396039606,0.2494,-0.14940952380952383,0.24940000000000023,-0.20059999999999995
fixed,25,0.9,0.1,,101,0.016370208582764292,0.00016208127309667617,-0.10059999999999987,0.3069306930693069,0.2163349195241428,-0.10060000000000009,0.8993999999999999,-0.10060000000000009
fixed,15,0.65,0.15,,101,0.016250757686845044,0.00016089859095886182,-0.03783404255319152,0.3564356435643564,0.30089253731343296,-0.1506,0.6493999999999999,-0.15060000000000012
trail,5,0.25,,0.05,101,0.015084183390010792,0.00014934835039614645,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2494,-0.05060000000000016
fixed,20,0.2,0.15,,101,0.01293093672354094,0.00012802907647070237,-0.027546107784431072,0.40594059405940597,0.19939999999999997,-0.1506,0.19939999999999997,-0.15060000000000012
trail,30,0.5,,0.15,101,0.011028246528222888,0.00010919055968537513,-0.040174468085106343,0.36633663366336633,0.2862719611021071,-0.14287812718378762,0.4994,-0.1506
fixed,3,0.15,0.03,,101,0.010986361484300853,0.00010877585628020646,-0.030600000000000026,0.21782178217821782,0.14939999999999992,-0.030600000000000138,0.14939999999999992,-0.030600000000000138
fixed,15,0.7,0.2,,101,0.00990069943958917,9.802672712464524e-05,-0.036571223021582625,0.36633663366336633,0.29666516052318664,-0.15224220824598184,0.6993999999999999,-0.20059999999999995
fixed,25,0.15,0.15,,101,0.005951660445166512,5.8927331140262495e-05,-0.015068085106382977,0.44554455445544555,0.14939999999999992,-0.1506,0.14939999999999992,-0.15060000000000012
trail,8,0.35,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.4,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.45,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.5,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.55,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.6,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.65,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.7,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.75,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.8,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.85,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,0.9,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,8,3.0,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.35,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.4,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.45,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.5,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.55,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.6,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.65,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.7,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.75,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.8,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.85,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,0.9,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,10,3.0,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.35,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.4,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.45,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.5,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.55,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.6,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.65,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
trail,15,0.7,,0.05,101,-3.772227090463251e-05,-3.734878307389357e-07,-0.018876173285198593,0.3564356435643564,0.1206676056338029,-0.05060000000000005,0.2638261006289306,-0.05060000000000016
